,prices,Address,Beds
1634,350000," Teachers Residence, Coolboy, Tinahely, Wicklow",4
1635,220000," 94 Clonard Village, Wexford, Co. Wexford",3
1636,265000," 43 Kiltalown Heights, Jobstown, Dublin 24, Dublin",3
1637,395000," 418 Collins Avenue, Dublin 9, Whitehall, Dublin",4
1638,495000," 25 Stocking Wood Manor, Rathfarnham, Dublin 16",3
1639,750000," 5 Fortwell Court, Fortwell, Letterkenny, Co. Donegal",4
1640,550000," Inchamore, Ballina, Tipperary",4
1641,350000," 8, Redwood Avenue, Tallaght, Dublin 24, D24 K6P7",3
1642,300000," 52, Heatherview Park, Aylesbury, Tallaght, Dublin 24",3
1643,330000," "" Creteboom "" Quay Road, Ballina, Mayo",4
1644,1200000," 42 Brighton Road, Rathgar, Dublin 6",5
1645,125000," Coolross, Newport, Tipperary",2
1646,1575000," 6 Vergemount Hall,Clonskeagh Road,Dublin 6,D06 V6R2",4
1648,695000," Killadangan, Westport, Mayo",4
1649,325000," Cross, Killadoon, Louisburgh, Mayo",5
1650,495000," Aillemore, Louisburgh, Mayo, F28Y327",5
1651,259000," 18 The Glebe, Louisburgh, Mayo",3
1652,295000," 4 Hyacinth Street, North Strand, Dublin 3",2
1654,3150000," 15 St Kevin's Park,Dartry,Dublin 6,D06 HW63",4
1655,149000," 1 Limerick Road Lower, Camolin, Wexford",2
1656,595000," 9 Milltown Court,Milltown Road,Dublin 6,D06 N9W0",3
1657,350000," Ballingrane, Dingle, Kerry",3
1658,350000," 10 Fernleigh Park, Castleknock, Dublin 15",3
1659,575000," 200 Templeogue Road, Templeogue, Dublin 6W",3
1660,135000," 128 Saint Michaels Avenue, Tipperary Town, Tipperary",3
1661,145000," 192 Beeches Ballybofey, Co. Donegal",3
1662,269000," 24 St John's Gate , Clondalkin, Dublin 22",2
1663,245000," 12 Ashvale Court, Duleek, Meath",3
1664,675000," 94 Holywell, Goatstown,   Dublin 14",4
1665,400000," 1 Beech Lawn,Beaufort Place,Navan,Co Meath,C15Y2N4",4
1666,385000," 53 Tynan Hall Avenue, Kingswood, Dublin 24",4
1667,319000," 78 Brayton Park, Kilcock, Co. Kildare, Kilcock, Kildare",3
1668,350000," Cois Cladagh, Kilmore Quay, Wexford",3
1669,280000," Chapel Lane, Chapel Road, Lusk, Dublin, K45 X472",3
1670,200000," 66 Fairgreen Park, Mullagh, Co Cavan",3
1671,320000," 9 Oranhill Drive, Oranhill, Oranmore, Co. Galway, Oranmore, Galway",3
1672,230000," 11 Lower Rutland Street, North City Centre, Dublin",2
1673,445000," 20 Castaheany, Clonee, Dublin 15",4
1674,235000," 17 INISFREE COURT, TONAPHUBBLE, SLIGO, Sligo City, Sligo",4
1675,850000," Ashbrook Villa,Church Road,Rowlestown,Swords,Co Dublin",5
1676,295000," 23 Applewood Main Street,Swords,Co Dublin,K67 E277",3
1677,2150000," Oakley Manor, Ranelagh, Dublin 6",5
1678,398000," 27 Dun Haven, Gorey, Wexford",4
1679,299950," 33 Brookvale, Lucan, County Dublin",3
1680,190000," 71 Cloondara, Ballisodare, Sligo",4
1681,1050000," 23 Pearse Square, South City Centre, Dublin 2",3
1682,450000," Coolmoyne, Fethard, Co. Tipperary",3
1683,600000," 1 Beaufort Downs, Rathfarnham, Dublin 14",4
1684,395000," 7 Stonehaven,Barndarrig,Redcross,County Wicklow,A67 XY10",4
1685,210000," 39 Cloran Court, Athboy, Meath",3
1686,249000," 3 Finn Eber Square, Finglas, Dublin 11",2
1687,320000," 17 Inchvale Avenue, Shamrock Lawn, Douglas, Cork City",3
1688,450000," Tinnock Upper, Gorey, Wexford",4
1689,295000," 16 Maryborough Heights, Lissadell, Maryborough Hill, Douglas, Cork City",4
1690,334950," 38 Millmountr, Mullingar, Westmeath",4
1691,285000," 2 The Alders,Castlejane Woods,Glanmire,Cork,T45 NA03",3
1692,995000," Mayfield, Liscannor, Clare",3
1693,255000," Apartment 2, 66 Main Street, Clongriffin, Dublin 13",2
1694,299950," 1A Woodford Heights, Clondalkin, Dublin 22",4
1695,245000," 86 Rian Luachra, Ballybane, Galway City",3
1696,235000," 87 Seafield Avenue, Sligo City, Sligo",3
1697,445000," 3 The Avenue, Semple Wood, Donabate,   County Dublin",3
1698,395000," 16 St Johns Street, Blackpitts, Dublin 8",2
1699,690000," An Tuath Nua, Kildimo, Limerick",6
1700,419950," 17 Cathedral View Walk, South City Centre - D8, Dublin 8",3
1701,220000," 3 Saint Lappan's Place, Little Island, Cork",3
1702,450000," 4 Reuben Avenue, Rialto, Dublin 8",3
1703,549500," 57 Derg Hill, Cullenagh, Ballina, Tipperary",4
1704,300000," Richardstown Lower, Kildangan, Kildare",3
1705,250000," Ladysbridge, Midleton, Cork",3
1706,1175000," 67 Beechwood Avenue Lower, Ranelagh, Dublin 6",4
1707,625000," 30 Pembroke Cottages, Donnybrook, Dublin 4",2
1708,700000," 41 Rathbeale Road, Swords, County Dublin",4
1709,350000," Annaghdown, Corrandulla, Co. Galway",5
1710,225000," Kingswell, Tipperary Town, Tipperary",3
1711,1500000," Inver, 51 Dundela Park, Sandycove, Co. Dublin",6
1712,795000," 18 Merton Walk, Mount St Anne's, Milltown, Dublin 6",3
1713,1300000," 29 Newbridge Avenue,Sandymount,Dublin 4,D04 V5T3",4
1714,625000," 1B Griffith Downs, Drumcondra, Dublin 9",3
1715,425000," 39 South Dock Street,Ringsend,Dublin 4,D04 E165",2
1716,835000," 2 Dromard Terrace,Sandymount,Dublin 4,D04 YH94",3
1717,925000," 70 St Alban's Park,Sandymount,Dublin 4,D04 T2N6",3
1718,495000," 16 Gilford Terrace,Sandymount,Dublin 4,D04 C652",2
1719,324950," 202 Mourne Road , Drimnagh, Dublin 12",3
1720,449950," 9 The Belfry St.Marys Road , Crumlin,   Dublin 12",3
1721,1950000," 8 The Oaks, Carrickmines Wood, Brennanstown Road, Foxrock, Dublin 18",5
1722,400000," 1 Mourne Lodge, Drimnagh, Dublin 12",3
1723,685000," 6 New Russian Village, Kilquade, Wicklow",4
1724,300000," Bunnamohaun,Clare Island,Co Mayo,F28 YC97",2
1725,340000," 32 Whitehall,Daingean Road,Tullamore,Co Offaly,R35H2A4",5
1726,172500," 38 Tola Park,Shannon,Co Clare,V14 P952",4
1727,86000," 3 Lower William Street,New Ross,Co. Wexford,Y34 CH22",3
1728,675000," Riverview,Limekiln Hill,Dublin Road,Navan,Co Meath",6
1729,235000," 5 Mellows Terrace,Navan,Co Meath,C15 E9P9",3
1730,985000," White Gables,Bettyville,Ballyboughal,Co Dublin,A41 TA46",5
1731,795000," Oaklands,Kilmacredock,Maynooth,Co Kildare,W23D8C9",4
1732,795000," 135 Lansdowne Park, Ballsbridge, Dublin 4",3
1733,550000," no.3 Barack Road, Goleen, West Cork",4
1734,175000," 45 Newborough,Gorey,Co Wexford,Y25A078",2
1735,170000," 128 Glasan Village,Ballybane,Galway,H91 H6XA",3
1736,495000," 1 Cherry Grove, Walkinstown, Dublin 12",4
1737,295000," 36 Cherrywood, Castletown, . ., Celbridge, Co. Kildare",3
1738,225000," 69 Cuil Na Canalacht, Ballinasloe, Galway",3
1739,695000," The Castle Woods,Dromgarriff,Glengarriff,Co Cork,P75 VH48",3
1740,795000," 44 Mulgrave Street, Dun Laoghaire, Co. Dublin",3
1741,595000," An Fhoithint, Monkstown Grove, Monkstown, Co. Dublin",2
1742,350000," 52 St Josephs Road, Greenhills, Dublin 12",3
1743,175000," 3 Cherry Garth,Balbriggan,Co. Dublin,K32 XY27",1
1744,295000," 2 Westbrook Crescent,Balbriggan,Co. Dublin,K32 HY94",3
1745,895000," 3 Flann O'Brien Mews, Avoca Road, Blackrock, Co. Dublin",3
1746,1150000," 58 Avoca Park, Blackrock, Co. Dublin",4
1747,790000," 90 Springhill Avenue, Deansgrange, Blackrock, Co. Dublin",4
1748,545000," 244 Foxrock Grove, Foxrock, Dublin 18",2
1749,220000," ""Greenacres"" Kilbora, Camolin, Enniscorthy, Wexford",2
1750,460000," Carcur Cottage,Spawell Road,Wexford Town,Y35 W5N3",5
1751,169950," 22 Marian Terrace,Hacketstown,Co. Carlow,R93 V440",3
1752,150000," 3 Waterslade Place,Tuam,Co. Galway,H54 CK30",8
1753,230000," 22 The Cricket Fields,Dunmore Road,Tuam,Co. Galway,H54 X950",3
1754,274950," Derryragh, Ballinamore, Ballyconnell, Co. Cavan",4
1755,320000," 73a Thornville Road,Kilbarrack,Dublin 5,D05 TK33",2
1756,795000," 116 Fosterbrook, Booterstown, Blackrock, Co. Dublin",4
1757,325000," 55 Walkinstown Avenue, Walkinstown, Dublin 12",2
1758,275000," 38 Rathcurragh, Green Road, Newbridge, Co. Kildare",3
1759,1050000," 8 Fortfield Gardens,Rathmines,Dublin 6,D06 X8X0",3
1760,450000," 42 Willington Park, Templeogue,   Dublin 6W",3
1761,445000," 8 Arundel, Monkstown Valley, Monkstown, County Dublin",2
1762,545000," 36 Obelisk Avenue, Blackrock, Co. Dublin",3
1763,925000," Holly Lodge, 66 Carysfort Avenue, Blackrock, Co. Dublin",4
1764,295000," 18 St Joseph's Avenue,Drumcondra,Dublin 9,D09 W1H2",1
1765,425000," 85 Grace Park Heights,Drumcondra,Dublin 9,D09 YY62",3
1766,155000," Ballyboro,Clonroche,Co. Wexford,Y21 H942",3
1767,1650000," 23 Nutley Avenue, Donnybrook, Dublin 4",5
1768,260000," 76 Old Balreask Woods,Navan,Co Meath,C15N5VC",3
1769,875000," 52 St Gabriels,Johnstown Road,Cabinteely,Dublin 18,D18 H362",5
1770,630000," 15 Lansdowne Village, Sandymount, Dublin 4",3
1771,6000000," Coolfitch,Simmonstown Road,Celbridge,Co Kildare,W23XEW6",4
1772,1150000," Heron's Ghyll, Cherrywood Road, D18, Loughlinstown, Dublin 18",4
1773,130000," 1 Mahony's Square, Great William O'Brien Street, Blackpool, Cork",2
1774,335000," 6 Aillebrack cottages, Ballyconneely, Ballyconneely, Galway",3
1775,285000," 114 Harold's Cross Cottages, Harold's Cross, Dublin 6",1
1776,105000," 9 Hazelhill Downs, Ballyhaunis, Mayo",2
1777,229000," 56 Eiscir Island, Tullamore, Co. Offaly",4
1778,950000," 8 Kribensis Manor,Willamstown Stud,Clonee,Co Meath,D15 XE8R",4
1779,675000," 5 Templeroan Avenue,Knocklyon,Dublin 16,D16 K5X2",4
1780,545000," 6 Stocking Wood Manor,Rathfarnham,Dublin 16,D16 HF82",4
1781,275000," 36 Ravenswood Crescent, Clonsilla, Dublin 15",2
1782,500000," 159 Whitecliff, Rathfarnham, Dublin 16",4
1783,320000," 74 Dodsborough Cottages,Lucan,Co. Dublin,K78 W862",3
1784,425000," 120 Palmerstown Drive,Palmerstown,Dublin 20,D20 H56",3
1785,465000," 16 Westbury Avenue,Westbury Court,Lucan,Co Dublin,K78 Y6H9",4
1786,550000," Dooneen, Crecora, Co. Limerick",5
1787,140000," 9 Oaklawn Drive, Racecourse Road, Roscommon Town, Co. Roscommon",3
1788,325000," Davmur House, Rathbawn Road, , Castlebar, Mayo",4
1789,335000," Ardtullymore, Carlingford, Co. Louth",3
1790,225000," Inishsheer, Islands, Galway",3
1791,175000," Bella Vista,Drumbuoy,Lifford,Co Donegal,F93 Y0AV",3
1792,430000," 18 Herberton Road,Drimnagh,Dublin 12,D12 KV96",3
1793,295000," 17 Bluebell Avenue,Bluebell,Dublin 12,D12 EH63",2
1794,825000," Bartragh House,Talbot's Inch,Freshford Road,Kilkenny,R95 RY6K",4
1795,165000," 4 Warren View, Dromod, Leitrim",3
1796,448950," 59 Old Mill Race,Athgarvan,Newbridge,Co. Kildare,W12 KF79",4
1797,390000," Graigue Lower, Killenaule, Co. Tipperary",4
1798,395000," 22 Killester Park,Killester,Dublin 5,D05 Y677",3
1799,265000," Church Road, Tullamore, Offaly",3
1800,360000," 46 Clanree Road,Donnycarney,D05 C952",2
1801,645000," 145 Kilmacud Road Upper, Stillorgan, County Dublin",3
1802,150000," 103 Sycamore Aveue, Rathbane, Limerick City",3
1803,340000," 50 Willow Square, Primrose Gate, Celbridge, Kildare",3
1804,250000," Powerfield House , Duncannon, Wexford",3
1805,179950," 27 The Willows, Lakepoint Park, Mullingar, Westmeath",2
1806,225000," 151 Newhaven Bay, Balbriggan, County Dublin",3
1807,1200000," 3 Spa Mews, Muddy Hill, Mallow, Cork",2
1808,350000," Kilbora Lane, Camolin, Gorey, Wexford",4
1809,450000," Lee View, Mount Ovel, Rochestown, Cork",3
1810,195000," 7 Main Street, Shrule, Mayo",4
1811,345000," 8 Glentow Road, Whitehall, Dublin 9",2
1812,284950," 5 The Boulevard, Tyrrelstown, Dublin 15",4
1813,370000," 147 Gort na Coiribe,Headford Road,Galway,H91 A6XR",5
1814,750000," ""St. Anne's"", 36D Chapelizod Hill Road, Chapelizod, Dublin 20",6
1815,235000," 261 Kylemore Road, Ballyfermot,   Dublin 10",2
1816,350000," Cloonshannagh, Rooskey, Roscommon",4
1817,575000," 68 Balkill Park, Howth, Co. Dublin",3
1818,425000," 11 Cadogan Road, Fairview, Dublin 3",4
1819,1500000," Anglesea House, Lower Kensington, Coach Hill, Cork, Rochestown, Co. Cork",5
1820,350000," 63 Kennelsfort Road, Palmerstown,   Dublin 20",3
1821,240000," Coolkill, Kilnaleck, Co. Cavan",4
1822,1950000," Holly Cottage, Toorard, Headford, Galway",4
1823,220000," 20 Kilmartin Avenue, Tallaght, Dublin 24, D24PC7F",3
1824,295000," 13 Gardiners Hill Avenue, Gardiners Hill, Cork , St Lukes, Cork",3
1825,245000," 65 Mardyke Street, Skibbereen, West Cork",4
1826,130000," 12 Churchfields,Doonbeg,Co. Clare,V15 EE70",3
1827,195000," Clash, Abbeyfeale, Limerick",4
1828,290000," Main Street, Emly, Co Tipperary",4
1829,1195000," 24 Beechwood Avenue Lower,Ranelagh,Dublin 6,D06 YK29",3
1830,325000," 198 Eagle Valley, Wilton, Cork",4
1831,1495000," The Brambles, Streamstown Lane, Malahide, County Dublin",4
1832,525000," The Boathouse, Knocknabinny, Kinsale, Cork",4
1833,300000," 89 Glasanaon Road, Finglas East, Dublin 11, Dublin",3
1834,275000," 48 Edenmore Grove, Edenmore, Dublin 5",2
1835,359950," 84 Holly Court, Ballybrack, County Dublin",3
1836,520000," 105 Comerfords Cross, Woodford Lane, Portmarnock, Dublin",3
1837,575000," 12 Carrickhill Road Lower, Burrow, Portmarnock, Dublin, D13EC95",3
1838,525000," 28 Balfe Avenue (House and site with FPP), Walkinstown, Dublin 12",6
1839,475000," 1A Beechwood Lawns, Rathcoole, County Dublin",4
1840,150000," 8 Chapel Street,Dundalk,Co. Louth",2
1841,345000," 5 Castle Court,Lismore,Co Waterford,P51N6K4",4
1842,295000," 74 Castle Lawns, Balrothery, Tallaght, Dublin 24",3
1843,315000," 4 Waterside Way, Malahide, County Dublin",3
1844,150000," Knockavilla,Dundrum,Co Tipperary,E34EH50",3
1845,89000," Grellagh, Carrickaboy, Cavan",3
1846,255000," 13 Gregg Road,Cork,T12ERY7",4
1847,285000," Ardanragh, Lenamore, Legan, Longford",4
1848,175000," 29 College Manor, Hoey's Lane, Dundalk, Co. Louth",3
1849,495000," 2 St Josephs Drive, Montenotte, Cork",3
1850,280000," 5 Saint Patricks Terrace,Lower Glanmire Road,Cork,T23 A2K0",3
1851,450000," 16 Belarmine Way, Stepaside, Dublin 18",2
1852,365000," Saint Anne, 40 John McCormack Avenue, Walkinstown, Dublin 12",3
1853,140000," 10 Winters Hill,Sundays Well,Cork City,Cork,T23 YWH6",1
1854,129000," Curryane,Swinford,Co Mayo,F12X290",3
1855,1500000," Anglesea House, Lower Kensington, Coach Hill, Cork, Rochestown, Co. Cork",5
1856,650000," The Roundhouse, Corrandulla, Co. Galway",4
1857,465000," Hortland,Donadea,Naas,Co Kildare,W91 K76R",4
1858,540000," 73 Carlingford Road, Drumcondra, Dublin 9",3
1859,525000," 4 Newbrook Estate, Taylor's Lane, Rathfarnham, Dublin 16",3
1860,595000," Saint Mary's,Main Street,Newcastle,Co. Dublin,D22 Y8K7",4
1861,275000," Island, Ballyhaunis, Mayo",4
1863,360000," Saint Ursula's, 38 Sundrive Park, Ballinlough, Cork",3
1864,250000," Direens, Rossmore, Clonakilty,   West Cork",2
1865,895000," 5 Cherbury Gardens,Booterstown,Co Dublin,A94 F6N7",4
1866,1050000," 81 Monkstown Avenue,Monkstown,Co. Dublin,A94 T2X9",5
1867,270000," 201 Connolly Road, Ballyphehane, Cork",3
1868,195000," 3 Kilgarve Court, Creagh, Ballinsaloe, ., Ballinasloe, Co. Galway",4
1869,595000," 56 Lower Churchtown Road,Churchtown,Dublin 14,D14 W302",3
1870,185000," 1 Hillgrove Lane, Gerald Griffin Street, Blackpool, Cork",3
1871,190000," 44 St. Laurence's Drive, Drogheda, Louth",3
1872,2500000," Padua,30 Nutley Avenue,Donnybrook,Dublin 4,D04 R2A4",5
1873,310000," 58 Allenview Heights, Newbridge, Kildare",4
1874,410000," 22 Seagrave Park,Ratoath,Co Meath,A85 FC67",4
1875,395000," 6 Lakeview, Virginia, Cavan",7
1876,495000," 7 Ardmore Park, Bray, Wicklow",3
1877,310000," 4 Ashfield, Arklow, Wicklow",4
1878,845000," Apt 28, House 1, Linden Square, Grove Avenue, Blackrock, County Dublin",2
1879,460000," Ballinclare, Ballycanew, Gorey, Wexford",5
1880,330000," 10 Ashfield Way, Huntstown, Dublin 15",2
1881,395000," 116 Ardbeg Park, Artane,   Dublin 5",3
1882,285000," Woodview House, Mount Saint Benedict, Gorey, Wexford",3
1883,195000," 23 O'Growney Drive, Mullingar, Westmeath",3
1884,575000," 14 White Pines Heights,Stocking Avenue,Rathfarnham,Dublin 16,D16 A9P2",4
1885,895000," 5 Apartments at 44 Southern Road, City Centre Sth, Cork City",9
1886,995000," Woodstone Hall, Martinstown, Curragh, Kildare",4
1887,550000," 27 Llewellyn Way, Rathfarnham, Dublin 16",4
1888,295000," 204 Dundanion Blackrock Road , Blackrock, Cork City",4
1889,290000," Friars Hill, Thomastown, Co. Kilkenny , Thomastown, Kilkenny",5
1890,725000," 15 Grantham Place, Portobello, Dublin 8",3
1891,275000," 185 Blarney Street, City Centre Nth, Cork City",3
1892,600000," Valley View Cottage, Barracurragh, Kilanerin, Gorey, Wexford",5
1893,359000," 4 Wilford Court, Bray, Wicklow",3
1894,275000," 16 Middletown Valley, Gorey, Wexford",4
1895,565000," 2 Millbridge Avenue,Mill Lane,Naas,Co Kildare,W91 NXC2",4
1896,469000," Derrygorman, Westport, Mayo",4
1897,995000," 92 Lower Dodder Road, Rathfarnham, Dublin 14",5
1898,400000," 1 O'Neachtain Road, Drumcondra, Dublin 9",3
1899,400000," 55 DONNYCARNEY ROAD, Donnycarney, Dublin 9",3
1900,120000," Gortakileen Oola, Oola, Limerick",3
1901,545000," Killintown, Multyfarnham, Westmeath",4
1902,740000," 18 Brooklawn, Mount Merrion Avenue, Blackrock, Co. Dublin",3
1903,935000," The Shelby, The Gallops, Clonee, Meath",5
1904,290000," 52 Collins Drive, Finglas,   Dublin 11",3
1905,525000," 10 Royse Road, Phibsboro,   Dublin 7",3
1906,450000," 84 Eden Villas, Glasthule, Co. Dublin",2
1907,495000," House and Apartment,Prospect,Westport,Co Mayo,F28 HX30",4
1908,279000," The Cottage,Killawalla,Westport,Co  Mayo,F28 W2W8",2
1909,1150000," The Quay,Westport,Co Mayo,F28 F5Y8",5
1910,349000," Cushinkeel,Westport,Co Mayo,F28 F2C7",4
1911,339000," 5 Cedar Court,Cedar Park,Newport Road,Westport,Co Mayo",4
1912,395000," 45 Lorcan Avenue, Santry, Dublin 9",3
1913,199000," Gilltown, Donadea, Kildare Town, Kildare",2
1914,185000," 46 Knockcarrick, Annyalla, Castleblayney, Monaghan",3
1915,980000," 7 Castle Avenue (Rear Detached House), Clontarf, Dublin 3",4
1916,1200000," Carraig Rua, St Fintan's Road, Sutton, Dublin 13",5
1917,250000," Main Street,Charleville,Co Cork,P56 T970",4
1918,395000," 248 Collins Avenue East, Donnycarney, Dublin 5",2
1919,50000," 1 James Connolly Street, Ballina, Mayo",1
1920,395000," 5 Willow Bank, Sandyford Road, Dundrum, Dublin 16",2
1921,550000," The Heathers,Annamoe,Co Wicklow,A98 V974",4
1922,159950," 2 New Abbey Road, Kilcullen, Kildare",2
1923,650000," 12 Portmarnock Crescent, Portmarnock, County Dublin",4
1924,295000," Gallowhill Geraldine Road , Athy, Kildare",3
